,Postcode,Bedrooms,RentalUnitDesc,VUDate,VTDate,TENDate,RUUseType,HousingServiceCentre,VUDays,VTDays,TotalVAC,LGA,StateElectorate,PropertyType,TotalVacDays,Program,LocalGovtAuthority,Year
25685,4119,1,,Nov-20,Dec-20,Dec-20,,LOGAN ,9,5,,,Waterford,Apartment,14.0,Public Housing,Logan,2020
25686,4114,1,,Feb-21,Feb-21,Mar-21,,LOGAN ,9,5,,,Woodridge,Apartment,14.0,Public Housing,Logan,2021
25687,4605,1,,Sep-20,Sep-20,Sep-20,,MARYBOROUGH ,9,5,,,Nanango,Cluster House,14.0,Public Housing,South Burnett,2020
25688,0,2,,Jun-20,Jul-20,Jul-20,,TOOWOOMBA AND SOUTH WEST ,9,5,,,Toowoomba North,Apartment,14.0,Public Housing,Toowoomba,2020
25689,4670,3,,Jun-21,Jun-21,Jun-21,,BUNDABERG ,9,5,,,Bundaberg,Detached House,14.0,Public Housing,Bundaberg,2021
25690,4032,1,,Oct-20,Oct-20,Oct-20,,CHERMSIDE ,9,5,,,Stafford,Apartment,14.0,Public Housing,Brisbane,2020
25691,4214,2,,Jul-20,Jul-20,Jul-20,,GOLD COAST ,9,6,,,Southport,Duplex,15.0,Public Housing,Gold Coast,2020
25692,4103,1,,Sep-20,Oct-20,Oct-20,,BURANDA ,9,6,,,Miller,Apartment,15.0,Public Housing,Brisbane,2020
25693,4121,1,,Jul-20,Jul-20,Aug-20,,BURANDA ,9,6,,,Greenslopes,Apartment,15.0,Public Housing,Brisbane,2020
25694,4075,1,,Mar-21,Apr-21,Apr-21,,INALA ,9,6,,,Mount Ommaney,Apartment,15.0,Public Housing,Brisbane,2021
25695,4551,3,,Nov-20,Nov-20,Nov-20,,MAROOCHYDORE ,9,6,,,Kawana,Detached House,15.0,Public Housing,Sunshine Coast,2020
25696,4573,1,,Feb-21,Mar-21,Mar-21,,MAROOCHYDORE ,9,6,,,Ninderry,Apartment,15.0,Public Housing,Sunshine Coast,2021
25697,4825,3,,Sep-20,Sep-20,Sep-20,,MOUNT ISA ,9,6,,,Traeger,Detached House,15.0,Public Housing,Mount Isa,2020
25698,4740,1,,Sep-20,Sep-20,Sep-20,,MACKAY ,9,6,,,Mackay,Apartment,15.0,Public Housing,Mackay,2020
25699,4506,2,,Aug-20,Aug-20,Sep-20,,MORETON BAY ,9,6,,,Morayfield,Duplex,15.0,Public Housing,Moreton Bay,2020
25700,4216,1,,Mar-21,Mar-21,Mar-21,,GOLD COAST ,9,6,,,Broadwater,Apartment,15.0,Public Housing,Gold Coast,2021
25701,4565,1,,May-21,May-21,May-21,,MAROOCHYDORE ,9,6,,,Noosa,Apartment,15.0,Public Housing,Noosa,2021
25702,4012,1,,Nov-20,Dec-20,Dec-20,,CHERMSIDE ,9,7,,,Nudgee,Apartment,16.0,Public Housing,Brisbane,2020
25703,4121,1,,Jul-20,Jul-20,Aug-20,,BURANDA ,9,7,,,Greenslopes,Apartment,16.0,Public Housing,Brisbane,2020
25704,4670,1,,Feb-21,Feb-21,Mar-21,,BUNDABERG ,9,7,,,Bundaberg,Apartment,16.0,Public Housing,Bundaberg,2021
25705,4670,1,,Aug-20,Aug-20,Aug-20,,BUNDABERG ,9,7,,,Bundaberg,Apartment,16.0,Public Housing,Bundaberg,2020
25706,4207,1,,May-21,Jun-21,Jun-21,,LOGAN ,9,7,,,Macalister,Apartment,16.0,Public Housing,Logan,2021
25707,4207,1,,Aug-20,Sep-20,Sep-20,,LOGAN ,9,7,,,Macalister,Apartment,16.0,Public Housing,Logan,2020
25708,4519,4,,Apr-21,Apr-21,May-21,,MAROOCHYDORE ,9,7,,,Caloundra,Detached House,16.0,Public Housing,Sunshine Coast,2021
25709,4870,1,,Aug-20,Aug-20,Aug-20,,CAIRNS ,9,7,,,Cairns,Apartment,16.0,Public Housing,Cairns,2020
25710,4490,2,,Sep-20,Sep-20,Sep-20,,TOOWOOMBA AND SOUTH WEST ,9,7,,,Warrego,Detached House,16.0,Public Housing,Paroo,2020
25711,4650,1,,Jul-20,Jul-20,Aug-20,,MARYBOROUGH ,9,7,,,Maryborough,Apartment,16.0,Public Housing,Fraser Coast,2020
25712,4123,3,,May-21,May-21,May-21,,LOGAN ,9,7,,,Springwood,Detached House,16.0,Public Housing,Logan,2021
25713,4701,3,,Jul-20,Jul-20,Aug-20,,ROCKHAMPTON ,9,7,,,Keppel,Detached House,16.0,Public Housing,Rockhampton,2020
25714,4814,3,,Jun-21,Jun-21,Jun-21,,TOWNSVILLE ,9,7,,,Mundingburra,Detached House,16.0,Public Housing,Townsville,2021
25715,4670,2,,Jul-20,Jul-20,Jul-20,,BUNDABERG ,9,7,,,Burnett,Duplex,16.0,Public Housing,Bundaberg,2020
25716,4558,1,,Nov-20,Nov-20,Nov-20,,MAROOCHYDORE ,9,7,,,Maroochydore,Apartment,16.0,Public Housing,Sunshine Coast,2020
25717,0,4,,May-21,Jun-21,Jun-21,,GOLD COAST ,9,7,,,Coomera,Detached House,16.0,Public Housing,Gold Coast,2021
25718,4077,3,,Sep-20,Sep-20,Sep-20,,INALA ,9,8,,,Inala,Detached House,17.0,Public Housing,Brisbane,2020
25719,4870,3,,Oct-20,Nov-20,Nov-20,,CAIRNS ,9,8,,,Cairns,Cluster House,17.0,Public Housing,Cairns,2020
25720,4133,2,,May-21,May-21,Jun-21,,LOGAN ,9,8,,,Waterford,Townhouse,17.0,Public Housing,Logan,2021
25721,4560,2,,Sep-20,Sep-20,Sep-20,,MAROOCHYDORE ,9,9,,,Nicklin,Townhouse,18.0,Public Housing,Sunshine Coast,2020
25722,4560,2,,Jun-20,Jul-20,Jul-20,,MAROOCHYDORE ,9,9,,,Nicklin,Townhouse,18.0,Public Housing,Sunshine Coast,2020
25723,0,2,,Aug-20,Sep-20,Sep-20,,MORETON BAY ,9,9,,,Redcliffe,Townhouse,18.0,Public Housing,Moreton Bay,2020
25724,4812,1,,Mar-21,Apr-21,Apr-21,,TOWNSVILLE ,9,9,,,Townsville,Apartment,18.0,Public Housing,Townsville,2021
25725,4104,1,,Jun-20,Jul-20,Jul-20,,BURANDA ,9,10,,,Miller,Apartment,19.0,Public Housing,Brisbane,2020
25726,4870,2,,Aug-20,Aug-20,Aug-20,,CAIRNS ,9,10,,,Cairns,Duplex,19.0,Public Housing,Cairns,2020
25727,4215,1,,May-21,May-21,May-21,,GOLD COAST ,9,10,,,Southport,Apartment,19.0,Public Housing,Gold Coast,2021
25728,4305,2,,Apr-21,May-21,May-21,,IPSWICH ,9,10,,,Ipswich,Duplex,19.0,Public Housing,Ipswich,2021
25729,4700,2,,Feb-21,Feb-21,Mar-21,,ROCKHAMPTON ,9,11,,,Rockhampton,Apartment,20.0,Public Housing,Rockhampton,2021
25730,4703,1,,Sep-20,Oct-20,Oct-20,,ROCKHAMPTON ,9,11,,,Keppel,Apartment,20.0,Public Housing,Livingstone,2020
25731,4032,1,,Jun-20,Jun-20,Jul-20,,CHERMSIDE ,9,12,,,Stafford,Apartment,21.0,Public Housing,Brisbane,2020
25732,4510,3,,Aug-20,Sep-20,Sep-20,,MORETON BAY ,9,12,,,Morayfield,Detached House,21.0,Public Housing,Moreton Bay,2020
25733,4157,1,,Jul-20,Jul-20,Jul-20,,BAYSIDE ,9,12,,,Capalaba,Apartment,21.0,Public Housing,Redland,2020
25734,4873,2,,Dec-20,Dec-20,Jan-21,,CAIRNS ,9,12,,,Cook,Townhouse,21.0,Public Housing,Douglas,2021
25735,4021,3,,Feb-21,Feb-21,Mar-21,,MORETON BAY ,9,12,,,Redcliffe,Detached House,21.0,Public Housing,Moreton Bay,2021
25736,4605,1,,Oct-20,Nov-20,Nov-20,,MARYBOROUGH ,9,12,,,Nanango,Cluster House,21.0,Public Housing,South Burnett,2020
25737,4870,1,,Nov-20,Nov-20,Dec-20,,CAIRNS ,9,12,,,Cairns,Apartment,21.0,Public Housing,Cairns,2020
25738,4670,2,,Mar-21,Mar-21,Apr-21,,BUNDABERG ,9,13,,,Bundaberg,Apartment,22.0,Public Housing,Bundaberg,2021
25739,0,2,,May-21,Jun-21,Jun-21,,GLADSTONE ,9,13,,,Gladstone,Detached House,22.0,Public Housing,Gladstone,2021
25740,4740,3,,Jan-21,Jan-21,Jan-21,,MACKAY ,9,13,,,Mackay,Townhouse,22.0,Public Housing,Mackay,2021
25741,4216,1,,Jun-20,Jun-20,Jul-20,,GOLD COAST ,9,13,,,Broadwater,Apartment,22.0,Public Housing,Gold Coast,2020
25742,4350,1,,Feb-21,Feb-21,Mar-21,,TOOWOOMBA AND SOUTH WEST ,9,13,,,Toowoomba North,Apartment,22.0,Public Housing,Toowoomba,2021
25743,4700,2,,Apr-21,Apr-21,May-21,,ROCKHAMPTON ,9,13,,,Rockhampton,Apartment,22.0,Public Housing,Rockhampton,2021
25744,0,2,,May-21,Jun-21,Jun-21,,BURANDA ,9,14,,,Miller,Apartment,23.0,Public Housing,Brisbane,2021
25745,4670,3,,Jul-20,Jul-20,Aug-20,,BUNDABERG ,9,14,,,Bundaberg,Cluster House,23.0,Public Housing,Bundaberg,2020
25746,4510,2,,Mar-21,Mar-21,Apr-21,,MORETON BAY ,9,14,,,Morayfield,Townhouse,23.0,Public Housing,Moreton Bay,2021
25747,4551,1,,Oct-20,Oct-20,Nov-20,,MAROOCHYDORE ,9,14,,,Caloundra,Apartment,23.0,Public Housing,Sunshine Coast,2020
25748,4019,1,,Jul-20,Jul-20,Jul-20,,MORETON BAY ,9,14,,,Redcliffe,Apartment,23.0,Public Housing,Moreton Bay,2020
25749,4817,4,,Jul-20,Jul-20,Aug-20,,TOWNSVILLE ,9,14,,,Thuringowa,Detached House,23.0,Public Housing,Townsville,2020
25750,4869,3,,Sep-20,Oct-20,Oct-20,,CAIRNS ,9,14,,,Mulgrave,Dual Occupancy,23.0,Public Housing,Cairns,2020
25751,4670,4,,Jul-20,Jul-20,Jul-20,,BUNDABERG ,9,16,,,Bundaberg,Detached House,25.0,Public Housing,Bundaberg,2020
25752,4519,2,,Oct-20,Nov-20,Nov-20,,MAROOCHYDORE ,9,16,,,Caloundra,Apartment,25.0,Public Housing,Sunshine Coast,2020
25753,4510,1,,Jun-20,Jul-20,Jul-20,,MORETON BAY ,9,16,,,Morayfield,Apartment,25.0,Public Housing,Moreton Bay,2020
25754,4860,2,,Oct-20,Oct-20,Nov-20,,CAIRNS ,9,17,,,Hill,Duplex,26.0,Public Housing,Cassowary Coast,2020
25755,4305,4,,Sep-20,Oct-20,Oct-20,,IPSWICH ,9,17,,,Ipswich West,Detached House,26.0,Public Housing,Ipswich,2020
25756,4170,1,,Nov-20,Dec-20,Dec-20,,BURANDA ,9,18,,,Bulimba,Apartment,27.0,Public Housing,Brisbane,2020
25757,4507,1,,Jul-20,Jul-20,Aug-20,,MORETON BAY ,9,18,,,Pumicestone,Apartment,27.0,Public Housing,Moreton Bay,2020
25758,4869,2,,Feb-21,Mar-21,Mar-21,,CAIRNS ,9,18,,,Mulgrave,Cluster House,27.0,Public Housing,Cairns,2021
25759,4680,1,,Apr-21,Apr-21,May-21,,GLADSTONE ,9,18,,,Gladstone,Apartment,27.0,Public Housing,Gladstone,2021
25760,4740,2,,Jun-20,Jun-20,Jul-20,,MACKAY ,9,18,,,Mackay,Apartment,27.0,Public Housing,Mackay,2020
25761,4350,1,,Mar-21,Mar-21,Mar-21,,TOOWOOMBA AND SOUTH WEST ,9,18,,,Toowoomba North,Apartment,27.0,Public Housing,Toowoomba,2021
25762,4740,2,,Nov-20,Nov-20,Dec-20,,MACKAY ,9,18,,,Mackay,Apartment,27.0,Public Housing,Mackay,2020
25763,4870,1,,Jan-21,Jan-21,Feb-21,,CAIRNS ,9,19,,,Cairns,Apartment,28.0,Public Housing,Cairns,2021
25764,4870,2,,Apr-21,Apr-21,May-21,,CAIRNS ,9,19,,,Cairns,Apartment,28.0,Public Housing,Cairns,2021
25765,4341,1,,Mar-21,Mar-21,Apr-21,,IPSWICH ,9,19,,,Lockyer,Apartment,28.0,Public Housing,Lockyer Valley,2021
25766,4558,1,,Aug-20,Aug-20,Sep-20,,MAROOCHYDORE ,9,19,,,Maroochydore,Apartment,28.0,Public Housing,Sunshine Coast,2020
25767,4122,1,,Dec-20,Dec-20,Jan-21,,BURANDA ,9,20,,,Greenslopes,Apartment,29.0,Public Housing,Brisbane,2021
25768,4551,1,,May-21,May-21,Jun-21,,MAROOCHYDORE ,9,20,,,Caloundra,Apartment,29.0,Public Housing,Sunshine Coast,2021
25769,4215,1,,Oct-20,Oct-20,Nov-20,,GOLD COAST ,9,20,,,Southport,Apartment,29.0,Public Housing,Gold Coast,2020
25770,4119,1,,Jun-20,Jun-20,Jul-20,,LOGAN ,9,20,,,Waterford,Apartment,29.0,Public Housing,Logan,2020
25771,4558,1,,Oct-20,Nov-20,Nov-20,,MAROOCHYDORE ,9,21,,,Maroochydore,Apartment,30.0,Public Housing,Sunshine Coast,2020
25772,4558,1,,Jul-20,Jul-20,Aug-20,,MAROOCHYDORE ,9,21,,,Maroochydore,Apartment,30.0,Public Housing,Sunshine Coast,2020
25773,0,2,,Dec-20,Dec-20,Jan-21,,MAROOCHYDORE ,9,22,,,Buderim,Townhouse,31.0,Public Housing,Sunshine Coast,2021
25774,4215,1,,Feb-21,Mar-21,Mar-21,,GOLD COAST ,9,22,,,Southport,Apartment,31.0,Public Housing,Gold Coast,2021
25775,4300,4,,Dec-20,Dec-20,Jan-21,,IPSWICH ,9,22,,,Jordan,Detached House,31.0,Public Housing,Ipswich,2021
25776,4870,1,,Oct-20,Oct-20,Nov-20,,CAIRNS ,9,25,,,Cairns,Apartment,34.0,Public Housing,Cairns,2020
25777,4101,2,,Aug-20,Sep-20,Sep-20,,FORTITUDE VALLEY ,9,26,,,South Brisbane,Apartment,35.0,Public Housing,Brisbane,2020
25778,4670,1,,May-21,Jun-21,Jun-21,,BUNDABERG ,9,26,,,Bundaberg,Apartment,35.0,Public Housing,Bundaberg,2021
25779,4573,1,,Jun-20,Jun-20,Jul-20,,MAROOCHYDORE ,9,26,,,Maroochydore,Apartment,35.0,Public Housing,Sunshine Coast,2020
25780,4825,2,,Nov-20,Nov-20,Dec-20,,MOUNT ISA ,9,26,,,Traeger,Apartment,35.0,Public Housing,Mount Isa,2020
25781,4883,2,,Aug-20,Aug-20,Sep-20,,CAIRNS ,9,28,,,Hill,Duplex,37.0,Public Housing,Tablelands,2020
25782,4870,1,,Jun-20,Jun-20,Jul-20,,CAIRNS ,9,28,,,Cairns,Apartment,37.0,Public Housing,Cairns,2020
25783,4570,1,,Mar-21,Mar-21,Apr-21,,MAROOCHYDORE ,9,28,,,Gympie,Apartment,37.0,Public Housing,Gympie,2021
25784,4558,2,,Jan-21,Jan-21,Feb-21,,MAROOCHYDORE ,9,28,,,Maroochydore,Townhouse,37.0,Public Housing,Sunshine Coast,2021
25785,4305,1,,Nov-20,Nov-20,Dec-20,,IPSWICH ,9,28,,,Ipswich,Apartment,37.0,Public Housing,Ipswich,2020
25786,4701,2,,Aug-20,Aug-20,Sep-20,,ROCKHAMPTON ,9,28,,,Rockhampton,Townhouse,37.0,Public Housing,Rockhampton,2020
25787,4350,5,,Apr-21,May-21,Jun-21,,TOOWOOMBA AND SOUTH WEST ,9,28,,,Toowoomba North,Detached House,37.0,Public Housing,Toowoomba,2021
25788,4870,1,,Oct-20,Oct-20,Nov-20,,CAIRNS ,9,29,,,Cairns,Apartment,38.0,Public Housing,Cairns,2020
25789,4740,1,,Oct-20,Nov-20,Dec-20,,MACKAY ,9,30,,,Mackay,Apartment,39.0,Public Housing,Mackay,2020
25790,4680,3,,Jan-21,Jan-21,Mar-21,,GLADSTONE ,9,31,,,Gladstone,Detached House,40.0,Public Housing,Gladstone,2021
25791,4350,1,,May-21,May-21,Jun-21,,TOOWOOMBA AND SOUTH WEST ,9,31,,,Toowoomba North,Apartment,40.0,Public Housing,Toowoomba,2021
25792,4558,1,,May-21,May-21,Jun-21,,MAROOCHYDORE ,9,31,,,Maroochydore,Apartment,40.0,Public Housing,Sunshine Coast,2021
25793,4814,1,,Dec-20,Dec-20,Jan-21,,TOWNSVILLE ,9,32,,,Townsville,Apartment,41.0,Public Housing,Townsville,2021
25794,4869,1,,Nov-20,Nov-20,Dec-20,,CAIRNS ,9,32,,,Mulgrave,Apartment,41.0,Public Housing,Cairns,2020
25795,4551,1,,Aug-20,Aug-20,Sep-20,,MAROOCHYDORE ,9,33,,,Caloundra,Apartment,42.0,Public Housing,Sunshine Coast,2020
25796,4019,1,,Jun-20,Jun-20,Jul-20,,MORETON BAY ,9,33,,,Redcliffe,Apartment,42.0,Public Housing,Moreton Bay,2020
25797,4870,1,,Oct-20,Nov-20,Dec-20,,CAIRNS ,9,34,,,Cairns,Apartment,43.0,Public Housing,Cairns,2020
25798,4817,1,,Apr-21,Apr-21,Jun-21,,TOWNSVILLE ,9,35,,,Thuringowa,Apartment,44.0,Public Housing,Townsville,2021
25799,4350,3,,Jun-20,Jun-20,Jul-20,,TOOWOOMBA AND SOUTH WEST ,9,36,,,Toowoomba North,Townhouse,45.0,Public Housing,Toowoomba,2020
25800,4220,1,,Apr-21,Apr-21,May-21,,GOLD COAST ,9,37,,,Mermaid Beach,Apartment,46.0,Public Housing,Gold Coast,2021
25801,4350,2,,May-20,Jun-20,Jul-20,,TOOWOOMBA AND SOUTH WEST ,9,37,,,Toowoomba North,Apartment,46.0,Public Housing,Toowoomba,2020
25802,4487,3,,Dec-20,Dec-20,Jan-21,,TOOWOOMBA AND SOUTH WEST ,9,38,,,Warrego,Detached House,47.0,Public Housing,Balonne,2021
25803,4005,1,,Aug-20,Aug-20,Oct-20,,FORTITUDE VALLEY ,9,39,,,McConnel,Apartment,48.0,Public Housing,Brisbane,2020
25804,4227,3,,Aug-20,Aug-20,Oct-20,,GOLD COAST ,9,39,,,Burleigh,Townhouse,48.0,Public Housing,Gold Coast,2020
25805,4670,1,,Jun-20,Jun-20,Jul-20,,BUNDABERG ,9,40,,,Bundaberg,Apartment,49.0,Public Housing,Bundaberg,2020
25806,4350,1,,Apr-21,May-21,Jun-21,,TOOWOOMBA AND SOUTH WEST ,9,40,,,Toowoomba North,Apartment,49.0,Public Housing,Toowoomba,2021
25807,4870,1,,Mar-21,Mar-21,Apr-21,,CAIRNS ,9,41,,,Cairns,Apartment,50.0,Public Housing,Cairns,2021
25808,4214,3,,Apr-21,Apr-21,Jun-21,,GOLD COAST ,9,42,,,Southport,Cluster House,51.0,Public Housing,Gold Coast,2021
25809,4350,2,,Aug-20,Sep-20,Oct-20,,TOOWOOMBA AND SOUTH WEST ,9,47,,,Toowoomba South,Townhouse,56.0,Public Housing,Toowoomba,2020
25810,4221,1,,Jul-20,Jul-20,Sep-20,,GOLD COAST ,9,48,,,Burleigh,Apartment,57.0,Public Housing,Gold Coast,2020
25811,4870,1,,Jun-20,Jul-20,Aug-20,,CAIRNS ,9,55,,,Cairns,Apartment,64.0,Public Housing,Cairns,2020
25812,4387,2,,Aug-20,Sep-20,Oct-20,,TOOWOOMBA AND SOUTH WEST ,9,55,,,Southern Downs,Detached House,64.0,Public Housing,Goondiwindi,2020
25813,4020,1,,Mar-21,Mar-21,May-21,,MORETON BAY ,9,55,,,Redcliffe,Apartment,64.0,Public Housing,Moreton Bay,2021
25814,4350,2,,Feb-21,Feb-21,Apr-21,,TOOWOOMBA AND SOUTH WEST ,9,68,,,Toowoomba South,Detached House,77.0,Public Housing,Toowoomba,2021
25815,4223,1,,May-20,May-20,Aug-20,,GOLD COAST ,9,74,,,Currumbin,Apartment,83.0,Public Housing,Gold Coast,2020
25816,4350,1,,Oct-20,Oct-20,Jan-21,,TOOWOOMBA AND SOUTH WEST ,9,78,,,Toowoomba North,Apartment,87.0,Public Housing,Toowoomba,2021
25817,4551,1,,May-20,May-20,Aug-20,,MAROOCHYDORE ,9,84,,,Caloundra,Apartment,93.0,Public Housing,Sunshine Coast,2020
25818,4880,1,,Jun-20,Jun-20,Sep-20,,CAIRNS ,9,91,,,Cook,Apartment,100.0,Public Housing,Mareeba,2020
25819,4870,2,,Jun-20,Jun-20,Oct-20,,CAIRNS ,9,131,,,Cairns,Townhouse,140.0,Public Housing,Cairns,2020
25820,4870,1,,May-20,May-20,Sep-20,,CAIRNS ,9,132,,,Cairns,Apartment,141.0,Public Housing,Cairns,2020
25821,4814,1,,Mar-20,Apr-20,Aug-20,,TOWNSVILLE ,9,147,,,Townsville,Apartment,156.0,Public Housing,Townsville,2020
25822,4870,1,,Jan-20,Jan-20,Jul-20,,CAIRNS ,9,177,,,Cairns,Apartment,186.0,Public Housing,Cairns,2020
25823,4077,1,,Oct-20,Nov-20,Nov-20,,INALA ,10,0,,,Inala,Apartment,10.0,Public Housing,Brisbane,2020
25824,4032,1,,Nov-20,Nov-20,Nov-20,,CHERMSIDE ,10,0,,,Stafford,Apartment,10.0,Public Housing,Brisbane,2020
25825,4032,1,,Dec-20,Dec-20,Dec-20,,CHERMSIDE ,10,0,,,Stafford,Apartment,10.0,Public Housing,Brisbane,2020
25826,4075,2,,Nov-20,Nov-20,Nov-20,,INALA ,10,0,,,Mount Ommaney,Cluster House,10.0,Public Housing,Brisbane,2020
25827,0,3,,Jun-21,Jun-21,Jun-21,,INALA ,10,0,,,Inala,Detached House,10.0,Public Housing,Brisbane,2021
25828,4304,1,,Sep-20,Oct-20,Oct-20,,IPSWICH ,10,0,,,Ipswich,Apartment,10.0,Public Housing,Ipswich,2020
25829,4701,3,,Oct-20,Oct-20,Oct-20,,ROCKHAMPTON ,10,0,,,Keppel,Detached House,10.0,Public Housing,Rockhampton,2020
25830,4895,2,,Mar-21,Mar-21,Mar-21,,CAIRNS ,10,0,,,Cook,Dual Occupancy,10.0,Public Housing,Cook,2021
25831,4030,1,,May-21,May-21,May-21,,FORTITUDE VALLEY ,10,0,,,Clayfield,Apartment,10.0,Public Housing,Brisbane,2021
25832,4077,2,,Nov-20,Dec-20,Dec-20,,INALA ,10,1,,,Inala,Duplex,11.0,Public Housing,Brisbane,2020
25833,4077,3,,Aug-20,Sep-20,Sep-20,,INALA ,10,1,,,Inala,Detached House,11.0,Public Housing,Brisbane,2020
25834,4103,2,,Jul-20,Jul-20,Jul-20,,BURANDA ,10,1,,,South Brisbane,Townhouse,11.0,Public Housing,Brisbane,2020
25835,4075,1,,Aug-20,Aug-20,Aug-20,,INALA ,10,1,,,Mount Ommaney,Apartment,11.0,Public Housing,Brisbane,2020
25836,4012,1,,Nov-20,Nov-20,Nov-20,,CHERMSIDE ,10,1,,,Nudgee,Apartment,11.0,Public Housing,Brisbane,2020
25837,4510,1,,Aug-20,Aug-20,Sep-20,,MORETON BAY ,10,1,,,Morayfield,Apartment,11.0,Public Housing,Moreton Bay,2020
25838,4215,1,,Jul-20,Aug-20,Aug-20,,GOLD COAST ,10,1,,,Bonney,Apartment,11.0,Public Housing,Gold Coast,2020
25839,4133,2,,Nov-20,Dec-20,Dec-20,,LOGAN ,10,1,,,Waterford,Townhouse,11.0,Public Housing,Logan,2020
25840,4740,1,,May-21,May-21,May-21,,MACKAY ,10,2,,,Mackay,Apartment,12.0,Public Housing,Mackay,2021
25841,4700,2,,Jul-20,Aug-20,Aug-20,,ROCKHAMPTON ,10,2,,,Rockhampton,Apartment,12.0,Public Housing,Rockhampton,2020
25842,4114,1,,Oct-20,Nov-20,Nov-20,,LOGAN ,10,2,,,Woodridge,Apartment,12.0,Public Housing,Logan,2020
25843,4053,1,,May-21,May-21,May-21,,CHERMSIDE ,10,3,,,Stafford,Apartment,13.0,Public Housing,Brisbane,2021
25844,4169,2,,Jul-20,Jul-20,Jul-20,,FORTITUDE VALLEY ,10,3,,,South Brisbane,Apartment,13.0,Public Housing,Brisbane,2020
25845,4740,2,,Jun-21,Jun-21,Jun-21,,MACKAY ,10,3,,,Mackay,Duplex,13.0,Public Housing,Mackay,2021
25846,4740,3,,Apr-21,May-21,May-21,,MACKAY ,10,3,,,Mackay,Detached House,13.0,Public Housing,Mackay,2021
25847,4557,1,,Sep-20,Oct-20,Oct-20,,MAROOCHYDORE ,10,3,,,Maroochydore,Apartment,13.0,Public Housing,Sunshine Coast,2020
25848,4558,2,,Aug-20,Sep-20,Sep-20,,MAROOCHYDORE ,10,3,,,Maroochydore,Townhouse,13.0,Public Housing,Sunshine Coast,2020
25849,4700,1,,Jul-20,Jul-20,Jul-20,,ROCKHAMPTON ,10,3,,,Rockhampton,Apartment,13.0,Public Housing,Rockhampton,2020
25850,0,3,,Dec-20,Dec-20,Dec-20,,TOWNSVILLE ,10,3,,,Thuringowa,Detached House,13.0,Public Housing,Townsville,2020
25851,4017,1,,Oct-20,Oct-20,Oct-20,,CHERMSIDE ,10,4,,,Sandgate,Apartment,14.0,Public Housing,Brisbane,2020
25852,4101,1,,Mar-21,Mar-21,Mar-21,,FORTITUDE VALLEY ,10,4,,,South Brisbane,Apartment,14.0,Public Housing,Brisbane,2021
25853,4034,1,,Aug-20,Sep-20,Sep-20,,CHERMSIDE ,10,4,,,Aspley,Apartment,14.0,Public Housing,Brisbane,2020
25854,4170,2,,Oct-20,Oct-20,Oct-20,,BURANDA ,10,4,,,Bulimba,Townhouse,14.0,Public Housing,Brisbane,2020
25855,4170,1,,Oct-20,Oct-20,Nov-20,,BURANDA ,10,4,,,Bulimba,Apartment,14.0,Public Housing,Brisbane,2020
25856,4075,1,,Sep-20,Sep-20,Sep-20,,INALA ,10,4,,,Mount Ommaney,Apartment,14.0,Public Housing,Brisbane,2020
25857,4680,3,,Feb-21,Feb-21,Feb-21,,GLADSTONE ,10,4,,,Gladstone,Detached House,14.0,Public Housing,Gladstone,2021
25858,4304,1,,Feb-21,Mar-21,Mar-21,,IPSWICH ,10,4,,,Ipswich,Apartment,14.0,Public Housing,Ipswich,2021
25859,4127,2,,Aug-20,Aug-20,Aug-20,,LOGAN ,10,4,,,Waterford,Duplex,14.0,Public Housing,Logan,2020
25860,4341,1,,Aug-20,Aug-20,Aug-20,,IPSWICH ,10,4,,,Lockyer,Apartment,14.0,Public Housing,Lockyer Valley,2020
25861,4740,2,,Oct-20,Oct-20,Nov-20,,MACKAY ,10,4,,,Mackay,Cluster House,14.0,Public Housing,Mackay,2020
25862,4740,2,,Sep-20,Sep-20,Oct-20,,MACKAY ,10,4,,,Mackay,Cluster House,14.0,Public Housing,Mackay,2020
25863,4701,3,,Jun-20,Jun-20,Jul-20,,ROCKHAMPTON ,10,4,,,Rockhampton,Detached House,14.0,Public Housing,Rockhampton,2020
25864,4077,3,,May-21,Jun-21,Jun-21,,INALA ,10,5,,,Inala,Detached House,15.0,Public Housing,Brisbane,2021
25865,4054,3,,Sep-20,Sep-20,Sep-20,,FORTITUDE VALLEY ,10,5,,,Ferny Grove,Detached House,15.0,Public Housing,Brisbane,2020
25866,4179,2,,Nov-20,Dec-20,Dec-20,,BAYSIDE ,10,5,,,Lytton,Townhouse,15.0,Public Housing,Brisbane,2020
25867,4102,1,,Jul-20,Jul-20,Jul-20,,BURANDA ,10,5,,,South Brisbane,Apartment,15.0,Public Housing,Brisbane,2020
25868,4122,1,,Nov-20,Dec-20,Dec-20,,BURANDA ,10,5,,,Mansfield,Apartment,15.0,Public Housing,Brisbane,2020
25869,4207,1,,Jun-20,Jul-20,Jul-20,,LOGAN ,10,5,,,Macalister,Apartment,15.0,Public Housing,Logan,2020
25870,4870,2,,Jun-21,Jun-21,Jun-21,,CAIRNS ,10,5,,,Cairns,Townhouse,15.0,Public Housing,Cairns,2021
25871,4740,2,,Nov-20,Dec-20,Dec-20,,MACKAY ,10,5,,,Mackay,Duplex,15.0,Public Housing,Mackay,2020
